"Sr.No","Round ▲▼","Institute ▲▼","Program ▲▼","Stream ▲▼","Quota ▲▼","Category ▲▼","Seat Gender ▲▼","Opening Rank ▲▼","Closing Rank ▲▼","Remark ▲▼"
"812","Round 1","MAHARANA INSTITUTE OF TECH. & SCIENCES,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","87140.00","160737.00","Fresh Only"
"813","Round 1","MAHARANA INSTITUTE OF TECH. & SCIENCES,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","65202.00","65202.00","Fresh Only"
"814","Round 1","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","56033.00","56033.00","Fresh Only"
"815","Round 1","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","108139.00","108139.00","Fresh Only"
"816","Round 1","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","63432.00","63432.00","Fresh Only"
"817","Round 1","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","89272.00","89272.00","Fresh Only"
"818","Round 1","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","68291.00","68291.00","Fresh Only"
"819","Round 1","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","45800.00","204685.00","Fresh Only"
"820","Round 1","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","205850.00","205850.00","Fresh Only"
"821","Round 1","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","107480.00","199893.00","Fresh Only"
"822","Round 1","SRI RAMMURTI SMARAK COLLEGE OF ENGINEERING TECHNOLOGY & RESEARCH,BAREILLY","BCA","BCA","Home State","OPEN","Both Male and Female Seats","552026.00","552026.00","Fresh Only"
"823","Round 1","HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","70486.00","160023.00","Fresh Only"
"824","Round 1","HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","206942.00","206942.00","Fresh Only"
"825","Round 1","HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","99827.00","99827.00","Fresh Only"
"826","Round 1","HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","85283.00","85283.00","Fresh Only"
"827","Round 1","HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","141205.00","141205.00","Fresh Only"
"828","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","100672.00","154248.00","Fresh Only"
"829","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","94607.00","94607.00","Fresh Only"
"830","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","32358.00","77335.00","Fresh Only"
"831","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","115175.00","115175.00","Fresh Only"
"832","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","80794.00","80794.00","Fresh Only"
"833","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","50057.00","56286.00","Fresh Only"
"834","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","107019.00","107019.00","Fresh Only"
"835","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","203282.00","234820.00","Fresh Only"
"836","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","116788.00","116788.00","Fresh Only"
"837","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","45663.00","45663.00","Fresh Only"
"838","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","80883.00","82645.00","Fresh Only"
"839","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","112300.00","112300.00","Fresh Only"
"840","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","155051.00","155051.00","Fresh Only"
"841","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","31696.00","40048.00","Fresh Only"
"842","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","103057.00","103057.00","Fresh Only"
"843","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","179113.00","179113.00","Fresh Only"
"844","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","92673.00","96105.00","Fresh Only"
"845","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","155226.00","155226.00","Fresh Only"
"846","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Artificial Intelligence And Machine Learning","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","43021.00","43021.00","Fresh Only"
"847","Round 1","MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI","Artificial Intelligence And Machine Learning","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","44201.00","104593.00","Fresh Only"
"848","Round 1","ESHAN COLLEGE OF ENGINEERING,MATHURA","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","124284.00","124284.00","Fresh Only"
"849","Round 1","ESHAN COLLEGE OF ENGINEERING,MATHURA","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","216926.00","216926.00","Fresh Only"
"850","Round 1","ESHAN COLLEGE OF ENGINEERING,MATHURA","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","96088.00","96088.00","Fresh Only"
"851","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,MAHARAJGANJ","BCA","BCA","Home State","OPEN","Both Male and Female Seats","71377.00","71377.00","Fresh Only"
"852","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","236177.00","236177.00","Fresh Only"
"853","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","60938.00","100817.00","Fresh Only"
"854","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","66574.00","66574.00","Fresh Only"
"855","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","194908.00","194908.00","Fresh Only"
"856","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","18056.00","18056.00","Fresh Only"
"857","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","106630.00","106630.00","Fresh Only"
"858","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","44617.00","44617.00","Fresh Only"
"859","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","34602.00","34602.00","Fresh Only"
"860","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","5001.00","26640.00","Fresh Only"
"861","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","168697.00","168697.00","Fresh Only"
"862","Round 1","ESHAN COLLEGE OF MANAGEMENT,MATHURA","BCA","BCA","Home State","OPEN","Both Male and Female Seats","313662.00","313662.00","Fresh Only"
"863","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","47129.00","47129.00","Fresh Only"
"864","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","128880.00","128880.00","Fresh Only"
"865","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Computer Science And Engineering(Data Science)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","84230.00","99893.00","Fresh Only"
"866","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Computer Science And Engineering(Data Science)","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","181582.00","181582.00","Fresh Only"
"867","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Artificial Intelligence And Machine Learning","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","44681.00","44681.00","Fresh Only"
"868","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Artificial Intelligence And Machine Learning","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","140331.00","140331.00","Fresh Only"
"869","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Artificial Intelligence And Machine Learning","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","22653.00","22653.00","Fresh Only"
"870","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Artificial Intelligence And Machine Learning","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","167948.00","167948.00","Fresh Only"
"871","Round 1","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW","Computer Science & Engineering (Cyber Security)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","91943.00","91943.00","Fresh Only"
"872","Round 1","SHRI SIDHI VINAYAK INSTITUTE OF TECHNOLOGY,BAREILLY","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","16064.00","91522.00","Fresh Only"
"873","Round 1","SHRI SIDHI VINAYAK INSTITUTE OF TECHNOLOGY,BAREILLY","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","132521.00","132521.00","Fresh Only"
"874","Round 1","SHRI SIDHI VINAYAK INSTITUTE OF TECHNOLOGY,BAREILLY","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","34549.00","34549.00","Fresh Only"
"875","Round 1","SHRI SIDHI VINAYAK INSTITUTE OF TECHNOLOGY,BAREILLY","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","170939.00","172484.00","Fresh Only"
"876","Round 1","SHRI SIDHI VINAYAK INSTITUTE OF TECHNOLOGY,BAREILLY","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","122865.00","122865.00","Fresh Only"
"877","Round 1","RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","114241.00","114241.00","Fresh Only"
"878","Round 1","RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","182309.00","182309.00","Fresh Only"
"879","Round 1","RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY","Computer Science","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","115351.00","115351.00","Fresh Only"
"880","Round 1","RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","222002.00","222002.00","Fresh Only"
"881","Round 1","RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","87440.00","87440.00","Fresh Only"
"882","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","40460.00","40460.00","Fresh Only"
"883","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","98329.00","98329.00","Fresh Only"
"884","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","75400.00","75400.00","Fresh Only"
"885","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","69464.00","69464.00","Fresh Only"
"886","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","71848.00","71848.00","Fresh Only"
"887","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","197305.00","197305.00","Fresh Only"
"888","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","69023.00","69023.00","Fresh Only"
"889","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","218489.00","218489.00","Fresh Only"
"890","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","225903.00","225903.00","Fresh Only"
"891","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","85816.00","85816.00","Fresh Only"
"892","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","114440.00","116498.00","Fresh Only"
"893","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","144638.00","144638.00","Fresh Only"
"894","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","38343.00","38343.00","Fresh Only"
"895","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","39424.00","56032.00","Fresh Only"
"896","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","105769.00","105769.00","Fresh Only"
"897","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","71218.00","71218.00","Fresh Only"
"898","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","52999.00","52999.00","Fresh Only"
"899","Round 1","S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","200433.00","231404.00","Fresh Only"
