"Sr.No","Round ▲▼","Institute ▲▼","Program ▲▼","Stream ▲▼","Quota ▲▼","Category ▲▼","Seat Gender ▲▼","Opening Rank ▲▼","Closing Rank ▲▼","Remark ▲▼"
"1050","Round 1","RAJKIYA ENGINEERING COLLEGE,BIJNOR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","60181.00","60181.00","Fresh Only"
"1051","Round 1","RAJKIYA ENGINEERING COLLEGE,BIJNOR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(GL)","Female Seats","43342.00","43342.00","Fresh Only"
"1052","Round 1","RAJKIYA ENGINEERING COLLEGE,BIJNOR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","12646.00","12646.00","Fresh Only"
"1053","Round 1","RAJKIYA ENGINEERING COLLEGE,BIJNOR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","171784.00","171784.00","Fresh Only"
"1054","Round 1","RAJKIYA ENGINEERING COLLEGE,BIJNOR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","147550.00","154722.00","Fresh Only"
"1055","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","89623.00","89623.00","Fresh Only"
"1056","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","39591.00","39591.00","Fresh Only"
"1057","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","90525.00","90525.00","Fresh Only"
"1058","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","86674.00","102712.00","Fresh Only"
"1059","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","ST","Both Male and Female Seats","138909.00","138909.00","Fresh Only"
"1060","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","35558.00","35558.00","Fresh Only"
"1061","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","69454.00","69454.00","Fresh Only"
"1062","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","33816.00","33816.00","Fresh Only"
"1063","Round 1","RAJKIYA ENGINEERING COLLEGE,AZAMGARH","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","75297.00","75297.00","Fresh Only"
"1064","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","51036.00","51036.00","Fresh Only"
"1065","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","63096.00","63096.00","Fresh Only"
"1066","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","37356.00","37356.00","Fresh Only"
"1067","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","159136.00","159136.00","Fresh Only"
"1068","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","49294.00","77299.00","Fresh Only"
"1069","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","47040.00","47040.00","Fresh Only"
"1070","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","90539.00","90539.00","Fresh Only"
"1071","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","31969.00","31969.00","Fresh Only"
"1072","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","168715.00","168715.00","Fresh Only"
"1073","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","144674.00","181552.00","Fresh Only"
"1074","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","146438.00","146438.00","Fresh Only"
"1075","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","54544.00","80932.00","Fresh Only"
"1076","Round 1","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","ST","Both Male and Female Seats","134495.00","134495.00","Fresh Only"
"1077","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","200204.00","200204.00","Fresh Only"
"1078","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","76933.00","213350.00","Fresh Only"
"1079","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","129317.00","129317.00","Fresh Only"
"1080","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","86490.00","86490.00","Fresh Only"
"1081","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","42525.00","73993.00","Fresh Only"
"1082","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","123199.00","126371.00","Fresh Only"
"1083","Round 1","U.P. INSTITUTE OF DESIGN,NOIDA","Bachelor of Design","B.Des","Home State","EWS(GL)","Female Seats","439795.00","439795.00","Fresh Only"
"1084","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","157173.00","157173.00","Fresh Only"
"1085","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(GL)","Female Seats","133862.00","133862.00","Fresh Only"
"1086","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","23628.00","71776.00","Fresh Only"
"1087","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","15915.00","100455.00","Fresh Only"
"1088","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","192062.00","192062.00","Fresh Only"
"1089","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","125726.00","125726.00","Fresh Only"
"1090","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","165358.00","165358.00","Fresh Only"
"1091","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","102454.00","102454.00","Fresh Only"
"1092","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","85602.00","121670.00","Fresh Only"
"1093","Round 1","PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","197600.00","197600.00","Fresh Only"
"1094","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","170199.00","170199.00","Fresh Only"
"1095","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","106724.00","106724.00","Fresh Only"
"1096","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","79835.00","152062.00","Fresh Only"
"1097","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","204111.00","204111.00","Fresh Only"
"1098","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","79789.00","238767.00","Fresh Only"
"1099","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","167351.00","172416.00","Fresh Only"
"1100","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","19669.00","227101.00","Fresh Only"
"1101","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","242319.00","242319.00","Fresh Only"
"1102","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Computer Science & Engineering (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","161034.00","161034.00","Fresh Only"
"1103","Round 1","KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","84152.00","214086.00","Fresh Only"
"1104","Round 1","HARDAYAL TECHNICAL CAMPUS,MATHURA","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","101053.00","115339.00","Fresh Only"
"1105","Round 1","ADHUNIK COLLEGE OF ENGG.,GHAZIABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","166214.00","166214.00","Fresh Only"
"1106","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","113791.00","113791.00","Fresh Only"
"1107","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","122251.00","130458.00","Fresh Only"
"1108","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","157758.00","157758.00","Fresh Only"
"1109","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","78717.00","78717.00","Fresh Only"
"1110","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","79973.00","113804.00","Fresh Only"
"1111","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","138969.00","138969.00","Fresh Only"
"1112","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","132442.00","132442.00","Fresh Only"
"1113","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","106987.00","106987.00","Fresh Only"
"1114","Round 1","NITRA TECHNICAL CAMPUS,GHAZIABAD","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","120495.00","125858.00","Fresh Only"
"1115","Round 1","GREATER NOIDA COLLEGE","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","135749.00","189650.00","Fresh Only"
"1116","Round 1","GREATER NOIDA COLLEGE","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","46882.00","199778.00","Fresh Only"
"1117","Round 1","ESHAN COLLEGE OF MANAGEMENT,MATHURA","BBA","BBA/BMS","Home State","OPEN(GIRL)","Female Seats","386987.00","386987.00","Fresh Only"
"1118","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","75993.00","75993.00","Fresh Only"
"1119","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","57177.00","57984.00","Fresh Only"
"1120","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","91977.00","91977.00","Fresh Only"
"1121","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","ST","Both Male and Female Seats","164285.00","164285.00","Fresh Only"
"1122","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","58618.00","58618.00","Fresh Only"
"1123","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","64143.00","64143.00","Fresh Only"
"1124","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","91987.00","91987.00","Fresh Only"
"1125","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","29566.00","54370.00","Fresh Only"
"1126","Round 1","UTTAR PRADESH INSTITUTE OF DESIGN & RESEARCH","Bachelor of Design","B.Des","Home State","OPEN(GIRL)","Female Seats","85394.00","323647.00","Fresh Only"
"1127","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","103001.00","103001.00","Fresh Only"
"1128","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","103003.00","103003.00","Fresh Only"
"1129","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","137748.00","137748.00","Fresh Only"
"1130","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","175855.00","175855.00","Fresh Only"
"1131","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","68010.00","90713.00","Fresh Only"
"1132","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","33482.00","43333.00","Fresh Only"
"1133","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(GL)","Female Seats","76414.00","76414.00","Fresh Only"
"1134","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","13086.00","13086.00","Fresh Only"
"1135","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","11722.00","15267.00","Fresh Only"
"1136","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","216427.00","216427.00","Fresh Only"
"1137","Round 1","RAJKIYA ENGINEERING COLLEGE,KANNAUJ","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","57807.00","57807.00","Fresh Only"
"1138","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","105696.00","105696.00","Fresh Only"
"1139","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","81629.00","81629.00","Fresh Only"
"1140","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","80822.00","80822.00","Fresh Only"
"1141","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","31938.00","73344.00","Fresh Only"
"1142","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","104703.00","104703.00","Fresh Only"
"1143","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","104366.00","104366.00","Fresh Only"
"1144","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","87345.00","94057.00","Fresh Only"
"1145","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","93386.00","93386.00","Fresh Only"
"1146","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","65186.00","65186.00","Fresh Only"
"1147","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","72117.00","73437.00","Fresh Only"
"1148","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","56480.00","56480.00","Fresh Only"
"1149","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","39862.00","52410.00","Fresh Only"
"1150","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","115155.00","115155.00","Fresh Only"
"1151","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","89688.00","104137.00","Fresh Only"
"1152","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","43440.00","45250.00","Fresh Only"
"1153","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","60894.00","60894.00","Fresh Only"
"1154","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","40700.00","40700.00","Fresh Only"
"1155","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","76606.00","76606.00","Fresh Only"
"1156","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","13591.00","13591.00","Fresh Only"
"1157","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","21066.00","26093.00","Fresh Only"
"1158","Round 1","RAJKIYA ENGINEERING COLLEGE,MAINPURI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","137129.00","137129.00","Fresh Only"
"1159","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","34186.00","34186.00","Fresh Only"
"1160","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","25827.00","28304.00","Fresh Only"
"1161","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","234675.00","234675.00","Fresh Only"
"1162","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","142340.00","142340.00","Fresh Only"
"1163","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","233538.00","233538.00","Fresh Only"
"1164","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","112072.00","112072.00","Fresh Only"
"1165","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","108948.00","108948.00","Fresh Only"
"1166","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","160397.00","160397.00","Fresh Only"
"1167","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","75318.00","77688.00","Fresh Only"
"1168","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","49834.00","49834.00","Fresh Only"
"1169","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","28649.00","28649.00","Fresh Only"
"1170","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","11029.00","20173.00","Fresh Only"
"1171","Round 1","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","85444.00","85444.00","Fresh Only"
"1172","Round 1","ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW","BBA","BBA/BMS","Home State","OPEN(GIRL)","Female Seats","47456.00","233910.00","Fresh Only"
"1173","Round 1","ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW","BBA","BBA/BMS","Home State","OPEN","Female Seats","160642.00","410881.00","Fresh Only"
"1174","Round 1","ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW","BBA (FW)","BBA/BMS","Home State","OPEN(TF)","Female Seats","102773.00","102773.00","Fresh Only"
"1175","Round 1","U.P. INSTITUTE OF DESIGN,NOIDA","Bachelor of Design","B.Des","Home State","BC(Girl)","Female Seats","302819.00","389201.00","Fresh Only"
"1176","Round 1","U.P. INSTITUTE OF DESIGN,NOIDA","Bachelor of Design","B.Des","Home State","OPEN(GIRL)","Female Seats","106140.00","245377.00","Fresh Only"
"1177","Round 1","U.P. INSTITUTE OF DESIGN,NOIDA","Bachelor of Design","B.Des","Home State","OPEN","Both Male and Female Seats","205161.00","555572.00","Fresh Only"
"1178","Round 1","R. K. COLLEGE OF PHARMACY,MORADABAD","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","610794.00","610794.00","Fresh Only"
"1179","Round 1","NOIDA INSTITUTE OF ENGG. & TECHNOLOGY(PHARMACY INSTITUTE),GAUTAM BUDDH NAGAR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","284592.00","654255.00","Fresh Only"
